transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,currency,payment_method,country,order_date,is_returned
7d0b907a-4f3e-4d34-9b8c-ee4126b3a5f0,C00485,P003,USB-C Hub,Accessories,2,49.99,99.98,EUR,,MA,2024-03-08T16:55:00,False
82da5bf1-deb1-4194-8035-f30276947c14,C00344,P004,Standing Desk,Furniture,3,599.99,1799.97,EUR,bank_transfer,UK,2024-05-12T14:07:00,False
776d47d4-7371-4772-852c-304fb4e0c936,C00302,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,paypal,FR,2024-01-19T22:40:00,True
be3722e2-c9b4-487e-a4a0-a9e4a00c922c,C00122,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,bank_transfer,ES,2024-05-04T06:34:00,False
5c8da7f8-7541-4009-a419-72a35e701efe,C00414,P008,Desk Lamp,Furniture,2,45.99,91.98,EUR,crypto,MA,2024-01-25T03:42:00,False
4b3fe2ae-2f1c-4636-a88e-3919f37afc9e,C00331,P008,Desk Lamp,Furniture,1,45.99,45.99,EUR,credit_card,FR,2024-04-13T23:21:00,False
0d17f7fc-2fd7-4215-adad-5e8a27df8ade,C00072,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,crypto,MA,2024-03-12T14:15:00,False
41a5e012-ed3f-4035-8f3b-98981384864e,C00277,P002,Wireless Mouse,Electronics,1,29.99,29.99,EUR,credit_card,FR,2024-03-01T05:26:00,False
a72cb060-b35f-4f0d-bf02-ca0192e62227,C00002,P007,Webcam HD,Electronics,1,79.99,79.99,EUR,crypto,US,2024-04-26T09:27:00,False
8f1fc5fb-9195-487b-a774-ffe9e8d90856,C00112,P008,Desk Lamp,Furniture,2,45.99,91.98,EUR,credit_card,DE,2024-05-18T01:47:00,False
8c888d4e-c16e-4bb6-bb3a-f6ff4457ae46,C00272,P008,Desk Lamp,Furniture,5,45.99,229.95,EUR,paypal,FR,2024-05-10T02:54:00,False
89cb0832-3925-494f-861c-a6617c381b1d,C00456,P004,Standing Desk,Furniture,4,599.99,2399.96,EUR,,MA,2024-05-28T19:02:00,False
2299405a-ef5e-4169-80ad-db22cb817f16,C00367,P006,Keyboard MX,Electronics,3,99.99,299.97,EUR,bank_transfer,MA,2024-03-08T12:08:00,False
80bd7068-3cef-4fc8-9799-837827746222,C00319,P006,Keyboard MX,Electronics,-1,99.99,99.99,EUR,,FR,2024-01-19T17:13:00,False
577ca6e8-6747-4140-ae45-2a8e9bf682ff,C00190,P006,Keyboard MX,Electronics,1,99.99,99.99,EUR,bank_transfer,MA,2024-04-22T17:45:00,False
f693c1e5-b4f0-49db-940d-2dea9a329655,C00340,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,credit_card,MA,2024-03-08T03:56:00,False
923f9fa2-15c3-4f34-ade1-810c9227b9d2,C00368,P005,Monitor 27inch,Electronics,3,399.99,1199.97,EUR,bank_transfer,MA,2024-06-24T20:54:00,False
4370e190-5835-4609-89de-e934cad794ec,C00425,P001,Laptop Pro 15,Electronics,1,1299.99,1299.99,EUR,bank_transfer,FR,2024-01-01T10:49:00,False
9dc74a3d-a828-46ed-875f-62b1b94c6689,C00219,P003,USB-C Hub,Accessories,4,49.99,199.96,EUR,,FR,2024-01-29T02:56:00,False
97c42c94-dbe5-4cf7-a836-82013e511ba9,C00076,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,crypto,MA,2024-01-11T09:23:00,False
889d8727-77a5-4ea7-be5e-c399f98f9e47,C00128,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,credit_card,US,2024-05-23T13:39:00,False
1b8efe9e-cae7-4dc1-9333-5c6db7abbd3e,C00416,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,paypal,UK,2024-01-07T05:47:00,False
ab959240-5cbf-4bab-8aec-3dce5654f516,C00404,P007,Webcam HD,Electronics,2,79.99,159.98,EUR,credit_card,UK,2024-01-10T15:14:00,False
d7bc9a31-b480-4b14-a70f-48a363ea1c4f,C00447,P006,Keyboard MX,Electronics,3,99.99,299.97,EUR,paypal,MA,2024-01-07T21:12:00,False
f6a84702-5144-4790-918a-340f1c5ec9ee,C00261,P002,Wireless Mouse,Electronics,3,29.99,89.97,EUR,crypto,ES,2024-05-17T10:01:00,False
8e66d076-193e-425c-af1e-1338ac2dd56c,C00136,P003,USB-C Hub,Accessories,5,49.99,249.95,EUR,credit_card,FR,2024-06-01T13:22:00,False
9fa1f7e9-9847-4111-a5b7-27c555680820,C00098,P002,Wireless Mouse,Electronics,4,29.99,119.96,EUR,bank_transfer,FR,2024-04-21T00:33:00,False
bb5710e1-3788-4fae-8d62-0381e275b88a,C00486,P004,Standing Desk,Furniture,3,599.99,1799.97,EUR,bank_transfer,DE,2024-03-21T21:54:00,False
e9a15e7a-9ec2-41e7-bea9-1baeb92f65a0,C00357,P005,Monitor 27inch,Electronics,4,399.99,1599.96,EUR,bank_transfer,DE,2024-02-02T06:26:00,False
e4b9a04b-ffd2-4aee-a296-2301a5eb4562,C00208,P003,USB-C Hub,Accessories,5,49.99,249.95,EUR,,,2024-01-01T09:18:00,False
7d7fffbe-4d8f-48e6-9901-16aeb9005359,C00346,P006,Keyboard MX,Electronics,4,99.99,399.96,EUR,paypal,DE,2024-05-01T23:10:00,False
d876b625-eab1-4729-b1d1-07d75464af3e,C00385,P006,Keyboard MX,Electronics,1,99.99,99.99,EUR,paypal,ES,2024-03-20T07:51:00,False
8c9b9cfe-4f01-468d-b643-4f5a9cf846cd,C00394,P004,Standing Desk,Furniture,4,599.99,2399.96,EUR,credit_card,UK,2024-04-16T20:36:00,False
0793ce9a-e336-48f8-85d5-0587c5c91e59,C00336,P008,Desk Lamp,Furniture,4,45.99,183.96,EUR,credit_card,,2024-01-28T13:14:00,False
f0b5ebd5-978a-43a3-9981-793359eb1f25,C00470,P008,Desk Lamp,Furniture,1,45.99,45.99,EUR,credit_card,UK,2024-02-04T14:42:00,False
111e4c0f-f2c2-41e5-9084-d926cf86af93,C00369,P006,Keyboard MX,Electronics,4,99.99,399.96,EUR,,UK,2024-05-20T14:57:00,False
b33a52e2-92c6-4cc2-8b64-dcdc5b3febba,C00431,P008,Desk Lamp,Furniture,3,45.99,137.97,EUR,bank_transfer,,2024-05-13T15:40:00,False
9b8554e0-7152-4a2a-81b6-390e62615a16,C00164,P005,Monitor 27inch,Electronics,2,399.99,799.98,EUR,,FR,2024-02-05T04:14:00,False
7cd3fcfa-8e8e-484e-8997-0e9c0612d3de,C00170,P004,Standing Desk,Furniture,1,599.99,599.99,EUR,,UK,2024-04-16T01:13:00,False
cfaf6117-0db6-4dd7-8097-3cef3e5ffb6a,C00004,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,bank_transfer,US,2024-04-09T13:34:00,False
aee3b387-f442-459a-939c-a4640d81b792,C00224,P004,Standing Desk,Furniture,4,599.99,2399.96,EUR,crypto,FR,2024-04-09T10:42:00,False
bf8e089b-809a-4931-adfe-9d467c3c2767,C00319,P003,USB-C Hub,Accessories,4,49.99,199.96,EUR,,FR,2024-04-10T18:36:00,False
fcc65ebb-0542-4201-a7b3-e4f2671c6d0a,C00094,P007,Webcam HD,Electronics,2,79.99,159.98,EUR,credit_card,US,2024-04-07T10:13:00,False
6e4520db-45d5-45ca-b2fd-08e4ac9e91e4,C00426,P007,Webcam HD,Electronics,3,79.99,239.97,EUR,crypto,US,2024-01-21T15:01:00,False
1d1f02b1-0cf0-4746-992b-58471b5d0230,C00400,P006,Keyboard MX,Electronics,2,99.99,199.98,EUR,credit_card,,2024-01-08T07:12:00,False
d599121b-88e3-4e38-96a8-c371000621d1,C00059,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,,MA,2024-04-29T22:16:00,False
9e642768-25bd-4d5f-8641-1965aa0a72de,C00056,P002,Wireless Mouse,Electronics,2,29.99,59.98,EUR,,FR,2024-03-20T18:43:00,False
000a536f-986b-4083-9abc-f81b9f943f80,C00426,P004,Standing Desk,Furniture,1,599.99,599.99,EUR,paypal,FR,2024-06-27T09:54:00,False
e0bea5ab-fea8-4c82-8a89-704cf09c7709,C00339,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,bank_transfer,FR,2024-05-09T20:21:00,True
3fb6b4bf-0272-4518-831b-1d7f21a95d9a,C00186,P008,Desk Lamp,Furniture,1,45.99,45.99,EUR,crypto,ES,2024-02-09T13:11:00,False
9df99bb5-590d-4a40-b2ed-eab0e0216857,C00276,P005,Monitor 27inch,Electronics,5,399.99,1999.95,EUR,crypto,UK,2024-04-21T23:37:00,False
90032e28-2cd3-4ec4-bc49-2c911a7c0fde,C00125,P002,Wireless Mouse,Electronics,3,29.99,89.97,EUR,crypto,DE,2024-06-05T21:24:00,False
d28fb19c-b837-4d8d-b6fd-ab4d7ad57ea8,C00182,P006,Keyboard MX,Electronics,2,99.99,199.98,EUR,bank_transfer,US,2024-03-12T19:44:00,False
46a1660f-102a-453b-a97b-893a89d1a870,C00209,P004,Standing Desk,Furniture,1,599.99,599.99,EUR,crypto,DE,2024-03-02T22:30:00,False
06a81f23-221d-4a2d-b6f9-dae28c2c08d0,C00208,P001,Laptop Pro 15,Electronics,1,1299.99,1299.99,EUR,paypal,US,2024-06-18T18:23:00,False
c3520538-0a57-45ce-8d77-253147b68b95,C00360,P007,Webcam HD,Electronics,5,79.99,399.95,EUR,crypto,US,2024-03-19T08:14:00,False
fa71dcc0-eb62-4af4-8410-bcae962abc6a,C00354,P002,Wireless Mouse,Electronics,5,29.99,149.95,EUR,paypal,MA,2024-02-25T23:30:00,False
9978da81-a730-4b54-85ee-f4382fe77c01,C00152,P005,Monitor 27inch,Electronics,1,399.99,399.99,EUR,paypal,US,2024-02-15T09:00:00,False
6d3abcbe-61ea-4bab-a419-31cec30b6ab7,C00358,P001,Laptop Pro 15,Electronics,1,1299.99,1299.99,EUR,paypal,ES,2024-05-05T03:55:00,True
6321fc4e-6171-4e11-a586-def38f4c26a5,C00495,P008,Desk Lamp,Furniture,4,45.99,183.96,EUR,credit_card,US,2024-05-02T03:52:00,True
81bf83f3-e851-426c-8651-0b6fa5c94fd4,C00289,P001,Laptop Pro 15,Electronics,2,1299.99,2599.98,EUR,bank_transfer,FR,2024-03-04T03:35:00,False
37521e56-ae52-488f-ae1a-881d9b3dcdf7,C00466,P004,Standing Desk,Furniture,5,599.99,2999.95,EUR,crypto,US,2024-05-30T13:19:00,False
37521e56-ae52-488f-ae1a-881d9b3dcdf7,C00466,P004,Standing Desk,Furniture,5,599.99,2999.95,EUR,crypto,US,2024-05-30T13:19:00,False
c437a458-f19e-4181-9d9d-ef910de21147,C00017,P008,Desk Lamp,Furniture,5,45.99,229.95,EUR,paypal,US,2024-06-29T09:44:00,False
1cb64ec8-255d-4ab9-b192-369c64faddbe,C00321,P004,Standing Desk,Furniture,3,599.99,1799.97,EUR,,ES,2024-02-20T13:07:00,False
0b7a2c24-74ea-4940-badd-b8ded91d3f5a,C00085,P005,Monitor 27inch,Electronics,2,399.99,799.98,EUR,bank_transfer,DE,2024-05-25T09:28:00,False
aa7cb588-f44e-42d2-a499-04f9795762e1,C00253,P007,Webcam HD,Electronics,3,79.99,239.97,EUR,crypto,FR,2024-06-02T01:56:00,False
66d29f00-42f8-43b2-8abd-ed25cd548d5c,C00493,P005,Monitor 27inch,Electronics,1,399.99,399.99,EUR,,DE,2024-01-06T21:52:00,False
0b4a3dc5-daf8-4686-a3f4-3157a47a9dfd,C00227,P003,USB-C Hub,Accessories,4,49.99,199.96,EUR,bank_transfer,MA,2024-05-29T13:40:00,False
da36e230-492f-47ba-87e0-84f4d885010e,C00165,P008,Desk Lamp,Furniture,3,45.99,137.97,EUR,credit_card,,2024-02-11T10:26:00,False
481ccc11-a2c3-48b4-9f1c-aa48a81f2245,C00046,P007,Webcam HD,Electronics,-5,79.99,399.95,EUR,bank_transfer,US,2024-03-23T03:49:00,False
ca76530c-6a1a-4eec-84ef-cc90659509e0,C00028,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,paypal,DE,2024-04-02T19:48:00,False
b74226c8-6061-468e-bb33-313fa1994beb,C00068,P001,Laptop Pro 15,Electronics,2,1299.99,2599.98,EUR,bank_transfer,UK,2024-06-27T15:07:00,True
c729ae68-2d6e-4349-8017-ca5c9c17ae39,C00008,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,,UK,2024-01-24T07:53:00,False
345d072f-9c82-4b5a-879a-595b1838ba3c,C00367,P002,Wireless Mouse,Electronics,2,29.99,59.98,EUR,bank_transfer,DE,2024-06-29T08:26:00,False
36a89513-d36c-44de-aa8e-0c22e1d4fe0c,C00197,P004,Standing Desk,Furniture,4,599.99,2399.96,EUR,paypal,DE,2024-05-10T23:56:00,False
23f10e42-7fee-4f1b-b1f1-f442cc20dccb,C00260,P007,Webcam HD,Electronics,3,79.99,239.97,EUR,bank_transfer,,2024-01-01T09:46:00,False
9804c61e-9bb2-4974-88b2-7c7e2da9da60,C00248,P008,Desk Lamp,Furniture,2,45.99,91.98,EUR,bank_transfer,US,2024-05-21T17:24:00,False
74caa496-240b-498a-b5a5-a36033253b84,C00120,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,crypto,FR,2024-03-22T23:30:00,False
9769e1c2-7ff1-4f48-b1e7-0c5607003968,C00019,P007,Webcam HD,Electronics,2,79.99,159.98,EUR,paypal,DE,2024-05-31T10:55:00,False
0c62b933-f756-41e4-a6ab-14103c134385,C00008,P002,Wireless Mouse,Electronics,5,29.99,149.95,EUR,paypal,UK,2024-06-16T04:04:00,False
a1ebd249-50c4-4ab0-8627-480af4ea4acf,C00333,P006,Keyboard MX,Electronics,5,99.99,499.95,EUR,credit_card,,2024-03-25T21:54:00,False
58e51d5f-d21c-4fd2-9d6b-6ee18fe4a57a,C00036,P008,Desk Lamp,Furniture,-5,45.99,229.95,EUR,paypal,ES,2024-06-24T09:14:00,False
f8c73dc2-c05e-41f4-8384-1b318d3dfd40,C00356,P002,Wireless Mouse,Electronics,1,29.99,29.99,EUR,bank_transfer,FR,2024-01-12T10:50:00,True
add23591-df6d-4bba-8638-e0360cd178e6,C00211,P007,Webcam HD,Electronics,2,79.99,159.98,EUR,,ES,2024-02-16T05:11:00,True
add23591-df6d-4bba-8638-e0360cd178e6,C00211,P007,Webcam HD,Electronics,2,79.99,159.98,EUR,,ES,2024-02-16T05:11:00,True
e15ce21f-346b-43df-a031-c36883b86cb3,C00081,P008,Desk Lamp,Furniture,3,45.99,137.97,EUR,credit_card,UK,2024-03-29T18:19:00,False
1aebb2b6-c8b5-4122-88d4-ca6458722b87,C00102,P005,Monitor 27inch,Electronics,4,399.99,1599.96,EUR,crypto,,2024-05-03T03:15:00,False
52d177e5-1f0f-465a-8592-9bb3a3b661cc,C00425,P005,Monitor 27inch,Electronics,-3,399.99,1199.97,EUR,crypto,US,2024-01-03T18:55:00,False
d826ae7d-4e66-456e-bad7-3f54c0870535,C00427,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,bank_transfer,,2024-02-28T19:51:00,False
1482781b-8ac2-4b3d-a41b-1da91b8c5cbd,C00463,P005,Monitor 27inch,Electronics,2,399.99,799.98,EUR,credit_card,US,2024-04-22T01:37:00,False
edbc517f-7e3e-4a38-a88c-a379ef585219,C00090,P005,Monitor 27inch,Electronics,3,399.99,1199.97,EUR,paypal,MA,2024-05-18T11:33:00,False
fc65f959-216b-45ad-851d-c891cdbb0fa4,C00484,P003,USB-C Hub,Accessories,3,49.99,149.97,EUR,crypto,,2024-03-16T23:55:00,False
fc65f959-216b-45ad-851d-c891cdbb0fa4,C00484,P003,USB-C Hub,Accessories,3,49.99,149.97,EUR,crypto,,2024-03-16T23:55:00,False
c44939ac-37ae-444e-adc9-3422f7ac0d76,C00384,P002,Wireless Mouse,Electronics,4,29.99,119.96,EUR,bank_transfer,DE,2024-04-07T20:23:00,False
d86c37a0-df4d-4501-9a73-7c2b7cc57211,C00288,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,bank_transfer,DE,2024-02-26T20:04:00,False
f5feb818-e544-4d82-bff4-bc7c74cd035c,C00024,P005,Monitor 27inch,Electronics,4,399.99,1599.96,EUR,credit_card,US,2024-05-06T03:06:00,False
3c31e392-9b0b-4782-b126-a14eeeb6e6ef,C00487,P007,Webcam HD,Electronics,4,79.99,319.96,EUR,,UK,2024-05-30T23:46:00,False
83a1da9b-9961-49bb-904a-e9365dec9c11,C00481,P002,Wireless Mouse,Electronics,4,29.99,119.96,EUR,bank_transfer,FR,2024-06-25T11:13:00,False
0141f686-6600-4579-8305-7736d0ad1463,C00189,P006,Keyboard MX,Electronics,1,99.99,99.99,EUR,,ES,2024-04-01T01:25:00,False
0e64cd4f-85b9-4f3a-b546-e7376f6bcfcd,C00329,P008,Desk Lamp,Furniture,1,45.99,45.99,EUR,,FR,2024-01-13T10:15:00,False
7d092efb-4f52-4850-afe8-23fe4fe02460,C00284,P004,Standing Desk,Furniture,1,599.99,599.99,EUR,paypal,DE,2024-02-25T07:21:00,False
bd02a6b5-1de8-49d1-9ca9-88b8168b9fad,C00075,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,paypal,DE,2024-03-05T05:07:00,False
61f782b5-e840-40fc-be5d-9aacd69267c2,C00122,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,,US,2024-01-05T05:16:00,True
6275bb29-7d97-481c-8f41-c9a4991d0e86,C00399,P002,Wireless Mouse,Electronics,1,29.99,29.99,EUR,bank_transfer,DE,2024-05-31T03:28:00,False
06702728-d174-4155-b6a5-2f26606f9697,C00330,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,credit_card,FR,2024-05-02T12:27:00,False
8e7f5490-9c7d-4a1e-a387-90056e5e74ab,C00165,P008,Desk Lamp,Furniture,1,45.99,45.99,EUR,,MA,2024-01-17T04:17:00,False
bfd224a0-b64f-4eb4-94d0-9389cdb3ccd5,C00272,P006,Keyboard MX,Electronics,4,99.99,399.96,EUR,bank_transfer,UK,2024-05-09T19:27:00,False
fe187b40-e24b-4995-818c-226418ed3f73,C00117,P004,Standing Desk,Furniture,4,599.99,2399.96,EUR,crypto,US,2024-04-26T12:26:00,False
89d22078-ec21-499d-a201-d03a163be14d,C00079,P006,Keyboard MX,Electronics,3,99.99,299.97,EUR,crypto,FR,2024-01-24T02:05:00,False
37eee8bf-0113-4366-838c-ac2691364e4a,C00301,P006,Keyboard MX,Electronics,2,99.99,199.98,EUR,,DE,2024-03-25T21:07:00,False
0c4f912b-bdcd-4f2e-bd02-f64c9a2e7084,C00308,P007,Webcam HD,Electronics,1,79.99,79.99,EUR,bank_transfer,US,2024-01-27T18:32:00,False
52aacbd5-5113-4cef-b4f5-cf3b944ced2d,C00285,P004,Standing Desk,Furniture,1,599.99,599.99,EUR,bank_transfer,FR,2024-03-12T18:14:00,False
cc4652b1-28fd-494c-b152-0cd4d8404459,C00425,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,bank_transfer,FR,2024-02-16T08:44:00,False
f4182bfb-3cd5-48ea-81a9-42a2b7cfefcf,C00074,P006,Keyboard MX,Electronics,1,99.99,99.99,EUR,,ES,2024-04-12T02:09:00,False
7b0c3cf4-c8d2-4152-be6c-30393b768d3e,C00215,P002,Wireless Mouse,Electronics,5,29.99,149.95,EUR,crypto,US,2024-02-10T11:19:00,False
8b0e6169-876b-48b5-911f-a2ce0c3fa842,C00387,P002,Wireless Mouse,Electronics,1,29.99,29.99,EUR,,FR,2024-06-21T02:17:00,False
0ecdb5b4-2b3f-4546-9be7-179e8160addd,C00387,P008,Desk Lamp,Furniture,4,45.99,183.96,EUR,,FR,2024-03-29T13:07:00,False
7b93cabd-31f9-4668-b4a8-5d8e82bf6fd3,C00024,P008,Desk Lamp,Furniture,5,45.99,229.95,EUR,paypal,UK,2024-06-02T01:00:00,False
086b3675-1a4d-42f8-8fb0-9cf45ba02468,C00062,P003,USB-C Hub,Accessories,3,49.99,149.97,EUR,credit_card,UK,2024-04-20T05:08:00,False
0341f82a-e3a6-4a5c-b0b8-bd9b303aed26,C00380,P006,Keyboard MX,Electronics,1,99.99,99.99,EUR,credit_card,UK,2024-01-05T14:58:00,True
ac46f798-70f6-4a48-a738-0922d84723d7,C00328,P007,Webcam HD,Electronics,5,79.99,399.95,EUR,crypto,US,2024-01-30T12:01:00,False
ba17cbb8-1674-44e4-889b-4559c506e761,C00433,P008,Desk Lamp,Furniture,3,45.99,137.97,EUR,credit_card,MA,2024-04-21T18:25:00,False
73bd81d0-fe01-42c7-b789-4be05afed214,C00399,P005,Monitor 27inch,Electronics,3,399.99,1199.97,EUR,paypal,FR,2024-05-10T20:07:00,False
1227f7cd-cee9-4c92-be4e-5f82d3464472,C00420,P006,Keyboard MX,Electronics,3,99.99,299.97,EUR,paypal,MA,2024-01-27T04:16:00,False
b8cc97f7-1ac6-4917-989a-ea7b8c7aeb0c,C00322,P002,Wireless Mouse,Electronics,2,29.99,59.98,EUR,crypto,UK,2024-05-24T18:28:00,False
cb7a5cec-b9ca-4aac-a804-b9bf1d36f6cf,C00035,P006,Keyboard MX,Electronics,3,99.99,299.97,EUR,crypto,UK,2024-06-10T09:50:00,False
9daccb24-ef6a-45da-afe2-91fbacdfee80,C00020,P002,Wireless Mouse,Electronics,3,29.99,89.97,EUR,credit_card,US,2024-03-14T02:41:00,False
20a26655-3d49-4761-9587-86e9389811f7,C00489,P007,Webcam HD,Electronics,4,79.99,319.96,EUR,credit_card,UK,2024-05-26T20:12:00,False
bd5d83fb-6160-45a4-9253-6c84ed05b019,C00416,P003,USB-C Hub,Accessories,1,49.99,49.99,EUR,bank_transfer,ES,2024-01-22T16:41:00,False
19f187bc-ec79-4bad-890f-1e58a2252448,C00313,P008,Desk Lamp,Furniture,4,45.99,183.96,EUR,paypal,US,2024-04-05T09:24:00,False
9f3f0ca9-3819-489d-a512-79d777ea7a0c,C00049,P001,Laptop Pro 15,Electronics,3,1299.99,3899.97,EUR,,ES,2024-04-08T09:16:00,False
e7aebd0c-70e2-49bc-93f6-84e35fc467de,C00340,P003,USB-C Hub,Accessories,3,49.99,149.97,EUR,paypal,US,2024-03-20T20:44:00,False
27eb522d-8c1b-406a-8383-f3261e8bf914,C00330,P002,Wireless Mouse,Electronics,3,29.99,89.97,EUR,bank_transfer,,2024-02-02T21:44:00,False
cffbd261-87c4-4a69-8175-d5bea77a1045,C00010,P002,Wireless Mouse,Electronics,4,29.99,119.96,EUR,bank_transfer,US,2024-02-16T06:21:00,False
6672adfd-0e2d-4182-9872-a0a1d886a5d3,C00152,P004,Standing Desk,Furniture,2,599.99,1199.98,EUR,credit_card,DE,2024-05-18T23:56:00,False
44806263-7ae7-4a7d-b762-eaebce1e6f16,C00084,P003,USB-C Hub,Accessories,5,49.99,249.95,EUR,paypal,,2024-06-26T19:51:00,False
5ecfc976-b08c-425b-83b7-c222dd5dc65e,C00369,P001,Laptop Pro 15,Electronics,4,1299.99,5199.96,EUR,paypal,UK,2024-06-05T09:48:00,False
6b693892-e748-42e9-b6ff-a7f2563c9cea,C00402,P004,Standing Desk,Furniture,3,599.99,1799.97,EUR,crypto,,2024-02-19T11:43:00,False
b4456c95-91b8-49c1-8ee9-cffad165329a,C00258,P008,Desk Lamp,Furniture,3,45.99,137.97,EUR,,UK,2024-02-11T06:51:00,False
1de8d9a9-6c5c-4bc0-b36f-fca729d57ac0,C00284,P001,Laptop Pro 15,Electronics,4,1299.99,5199.96,EUR,credit_card,ES,2024-05-12T03:18:00,False
59f0f026-68fc-4b5a-bcea-0c287d88cee7,C00224,P008,Desk Lamp,Furniture,5,45.99,229.95,EUR,credit_card,MA,2024-04-25T11:59:00,True
be4b568e-c810-4e5b-9021-81a55acdb43e,C00042,P006,Keyboard MX,Electronics,2,99.99,199.98,EUR,bank_transfer,MA,2024-01-08T10:59:00,False
be4b568e-c810-4e5b-9021-81a55acdb43e,C00042,P006,Keyboard MX,Electronics,2,99.99,199.98,EUR,bank_transfer,MA,2024-01-08T10:59:00,False
1b29f489-481c-416d-95f8-28db0a673638,C00428,P002,Wireless Mouse,Electronics,1,29.99,29.99,EUR,paypal,DE,2024-06-04T16:27:00,False
184852e4-2b4a-4622-9cab-e240c3ae2751,C00215,P005,Monitor 27inch,Electronics,-1,399.99,399.99,EUR,,UK,2024-01-17T03:53:00,False
75335590-3f95-4297-af87-0bb68736d23c,C00368,P001,Laptop Pro 15,Electronics,5,1299.99,6499.95,EUR,paypal,US,2024-04-19T00:39:00,False
6bbfe16a-1264-4993-9a6b-32f2dc7fdd6a,C00185,P003,USB-C Hub,Accessories,1,49.99,49.99,EUR,credit_card,DE,2024-05-19T16:50:00,False
e9ca4fef-310f-429c-b625-54f572c03664,C00199,P007,Webcam HD,Electronics,-4,79.99,319.96,EUR,bank_transfer,US,2024-01-05T11:50:00,True
